"scenario_id","eps","p","cov_type","design","method","p_value","reject"
"S35",0.1,50,"identity","unbalanced","Schott",0.00388521019981425,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00679068174885233,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0144917335947994,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0244026302716456,1
"S35",0.1,50,"identity","unbalanced","Schott",0.032751139426477,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00380829673413197,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00130534156586837,1
"S35",0.1,50,"identity","unbalanced","Schott",0.1042067547821,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0562232485457724,0
"S35",0.1,50,"identity","unbalanced","Schott",0.012139475704726,1
"S35",0.1,50,"identity","unbalanced","Schott",0.083534817577041,0
"S35",0.1,50,"identity","unbalanced","Schott",0.00926620648689613,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0393341408414426,1
"S35",0.1,50,"identity","unbalanced","Schott",0.067611369184031,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0343074163084942,1
"S35",0.1,50,"identity","unbalanced","Schott",0.071612405684261,0
"S35",0.1,50,"identity","unbalanced","Schott",0.116932589651931,0
"S35",0.1,50,"identity","unbalanced","Schott",0.000355785573934453,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0369658873034515,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0172640789704103,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0227409333686147,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0777150618408727,0
"S35",0.1,50,"identity","unbalanced","Schott",0.00259147011916516,1
"S35",0.1,50,"identity","unbalanced","Schott",0.039469052680676,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00994828202456344,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0434429209031946,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0209526108816496,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00610947439062803,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0342268094199002,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00336789136405113,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00376545973522247,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00752275165672989,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0103526046267763,1
"S35",0.1,50,"identity","unbalanced","Schott",0.02865967222152,1
"S35",0.1,50,"identity","unbalanced","Schott",5.54327781882025e-05,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00224578521446839,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0121952469599205,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0531419113631754,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0130566641651364,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0119839080508326,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00777793564806206,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0093571774355482,1
"S35",0.1,50,"identity","unbalanced","Schott",0.116620822339679,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0099666623970549,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0077758818326874,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000101669998601506,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0269534821940477,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00409513894392621,1
"S35",0.1,50,"identity","unbalanced","Schott",0.113211111762692,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0170787555761072,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00168649766036233,1
"S35",0.1,50,"identity","unbalanced","Schott",0.046541736626444,1
"S35",0.1,50,"identity","unbalanced","Schott",0.135046120804314,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0194801725066189,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0462137153338635,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00684667045943588,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00282961630469158,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00726225091463328,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00137302130464345,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00979693113398583,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00701380582168565,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00582149961005429,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000168083096774185,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0480311966205684,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0193535111716507,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00247594757239988,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0588814021427835,0
"S35",0.1,50,"identity","unbalanced","Schott",0.000467197405085495,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0166554678987639,1
"S35",0.1,50,"identity","unbalanced","Schott",0.025006823754681,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0456544023749522,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0140524554795431,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0102888945374162,1
"S35",0.1,50,"identity","unbalanced","Schott",5.24487299924381e-07,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0325980288657164,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0136947468372568,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0161849387193259,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0123275649373857,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0422042526771178,1
"S35",0.1,50,"identity","unbalanced","Schott",4.34998254762453e-05,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0121801640499861,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0348696999306402,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0110297804282554,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0719824674324433,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0110295785195141,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00278994644650932,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00124464216291009,1
"S35",0.1,50,"identity","unbalanced","Schott",0.055852468315899,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0127169390229199,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000103218646664738,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0182229100352901,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0329729157731263,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00235576650068026,1
"S35",0.1,50,"identity","unbalanced","Schott",4.64985493762171e-05,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0201259714785226,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000822781364128611,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00692897600976117,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0717892787264125,0
"S35",0.1,50,"identity","unbalanced","Schott",0.020747913794456,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00847547326325016,1
"S35",0.1,50,"identity","unbalanced","Schott",0.146450849928205,0
"S35",0.1,50,"identity","unbalanced","Schott",0.00384285164961085,1
"S35",0.1,50,"identity","unbalanced","Schott",0.034781385514652,1
"S35",0.1,50,"identity","unbalanced","Schott",0.047699675220199,1
"S35",0.1,50,"identity","unbalanced","Schott",4.32174374980221e-05,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0305016253162437,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000339866087194829,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0849210584679797,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0980912281633333,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0877917505565007,0
"S35",0.1,50,"identity","unbalanced","Schott",0.00617333634509976,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000400125717997968,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0244677906098945,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0289420700396678,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00926561233374912,1
"S35",0.1,50,"identity","unbalanced","Schott",0.032229168012034,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000193292446169724,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0620506388137168,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0267950942267206,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00144403832752271,1
"S35",0.1,50,"identity","unbalanced","Schott",0.171189549370701,0
"S35",0.1,50,"identity","unbalanced","Schott",0.015594336637677,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0013654071095448,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00201536704492133,1
"S35",0.1,50,"identity","unbalanced","Schott",0.014889920365166,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0013825963007903,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0314825084381954,1
"S35",0.1,50,"identity","unbalanced","Schott",9.50019069145824e-06,1
"S35",0.1,50,"identity","unbalanced","Schott",0.192520980774621,0
"S35",0.1,50,"identity","unbalanced","Schott",0.00446135206337162,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0135368188670937,1
"S35",0.1,50,"identity","unbalanced","Schott",0.113314865321226,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0166880014090498,1
"S35",0.1,50,"identity","unbalanced","Schott",0.151945173395511,0
"S35",0.1,50,"identity","unbalanced","Schott",0.0433455023895793,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00898383015449267,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00710707642856312,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0141758136720699,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00713513805983013,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00810144204087149,1
"S35",0.1,50,"identity","unbalanced","Schott",0.000253424548724124,1
"S35",0.1,50,"identity","unbalanced","Schott",0.00323751239548797,1
"S35",0.1,50,"identity","unbalanced","Schott",0.0311438493414345,1
"S35",0.2,50,"identity","unbalanced","Schott",3.87243570543205e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",6.29250263006753e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",3.94012267257438e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",4.8615556025311e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.39811952015734e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",7.46847028665343e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",3.69704267200177e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",8.62643290133747e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",2.17381668221606e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.27786670134356e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",4.49640324973188e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",1.41386791163711e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",8.92175222588776e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",3.97826216413932e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",5.06660158272609e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",2.14273043752655e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",7.84585285629191e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",7.95807864051312e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.39569689139307e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",2.26374474721069e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.28608235172578e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",7.85018926530157e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",2.63911115183646e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.0492384738825e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",9.00135521675338e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.76744507918158e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",7.7715611723761e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",6.08402217494586e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",7.85205234166142e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",6.3788612170157e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",2.98427949019242e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",2.03708383494927e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",1.70019553991096e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",2.45443665392031e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.43141054564921e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.11022302462516e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",5.75717251649621e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",7.38973326974701e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.18637655255327e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",2.81441536742477e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",6.55031584528842e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",6.4020484469296e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",2.45879760996104e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",7.18804471500079e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",9.17677045464416e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.36434374908845e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",1.52791113094963e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.62181379437243e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",2.48134846003722e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.85719439826926e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",2.77555756156289e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",2.53985721343497e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",3.05922287502369e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",4.27968771532505e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.53883572551194e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",2.21954676860037e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.03245856308831e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",5.4634075041804e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.11022302462516e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",5.62132562720308e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",7.57349738478297e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",8.42243808030219e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",3.33066907387547e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",4.44089209850063e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",4.44089209850063e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",1.98618899105441e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",7.05960845337472e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",3.33066907387547e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",7.21200876796502e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",2.26818563930919e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.88737914186277e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",7.40563166345964e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.53022039484085e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",3.51574325208048e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",9.41315914104734e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",5.36885458313208e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",4.71792604983534e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",7.88258347483861e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",2.20411466855808e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",7.7715611723761e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",8.01914090686751e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",4.2854608750531e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",4.18227674714444e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",4.04897015915395e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",1.04116715249347e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",2.5986990337401e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.06539221889079e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.08279829547087e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",4.9960036108132e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",1.43818290609943e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",7.81053666187859e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",6.06996186647280e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",9.2148511043888e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",1.48769885299771e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",2.18578488642152e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",1.55461199469187e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",1.5867016334159e-07,1
"S35",0.2,50,"identity","unbalanced","Schott",1.63082880533238e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.65508732274944e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",2.22044604925031e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",4.32986979603811e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",2.56616949911859e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",3.00248714779627e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",4.44089209850063e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",3.32532890112702e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",6.60582699651968e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",7.36129756040427e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",2.79328782326616e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.28954624756261e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",5.25124388417453e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",3.83766221023762e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",4.44089209850063e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",1.11022302462516e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",3.45279360658424e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",1.36157751740029e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",3.69562158653025e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",2.22044604925031e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",6.66133814775094e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",8.99280649946377e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",3.53816975717791e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",1.33226762955019e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",5.36604094492077e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",2.75678369021648e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",2.28508323374399e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",6.43751718598651e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",3.42496031535688e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",5.40911759827623e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",9.23772169869608e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",8.54871728961371e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",2.53228549240703e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",2.44249065417534e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",1.53543844305659e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",4.22271106970129e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",2.80797607388195e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",4.9960036108132e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",7.68274333040608e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",1.36346489654215e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",9.16971032438596e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",1.28785870856518e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",4.7281090154172e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",7.21306347983841e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.01474384450739e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",6.01491190188597e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",6.07172978561721e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",1.57058588357017e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",2.05112593576473e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",3.16424664248416e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",8.16680056914265e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",3.99221766755886e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",2.44249065417534e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",1.09816600257773e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",5.01043651013333e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",4.14468459553063e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",8.57219850658453e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",3.24011928398704e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",1.11022302462516e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",2.68036537409699e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",1.774136393351e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",2.22044604925031e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",1.70032099511275e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",9.99200722162641e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",1.48265844046591e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",3.57409168927347e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",6.66133814775094e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",2.06612504882742e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.11022302462516e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",1.50686785271859e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",7.43849426498855e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",1.00839669947561e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",4.93938223655732e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",2.1094237467878e-15,1
"S35",0.2,50,"identity","unbalanced","Schott",9.37028232783632e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",2.61568544601687e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",5.24025267623074e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",2.94919644261427e-12,1
"S35",0.2,50,"identity","unbalanced","Schott",4.38427072424474e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.68309810533174e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.24193988426669e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",3.26516591542259e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.43683509534753e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",1.23218546477233e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",9.06578300208238e-08,1
"S35",0.2,50,"identity","unbalanced","Schott",2.22044604925031e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",1.0902390101819e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",6.10955730451224e-13,1
"S35",0.2,50,"identity","unbalanced","Schott",1.11022302462516e-16,1
"S35",0.2,50,"identity","unbalanced","Schott",1.13278386670856e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",1.28958876910445e-09,1
"S35",0.2,50,"identity","unbalanced","Schott",3.13082892944294e-14,1
"S35",0.2,50,"identity","unbalanced","Schott",2.77641798440698e-10,1
"S35",0.2,50,"identity","unbalanced","Schott",5.30427005651646e-07,1
"S35",0.2,50,"identity","unbalanced","Schott",1.06369357766312e-11,1
"S35",0.2,50,"identity","unbalanced","Schott",0,1
"S35",0.2,50,"identity","unbalanced","Schott",3.29301363954926e-10,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0214226897851361,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0721237054382876,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0173707804504482,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0122032576325825,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0532215494095973,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0520570807198064,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.13678977177672,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.634155029299065,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.000118514669178227,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.184597275354714,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.218120120921483,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0203685377316053,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0139927643623957,1
"S36",0.1,50,"ar1","unbalanced","Schott",7.67426019169237e-05,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0667640709157128,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.108136885904348,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0698465736279511,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.112480975186377,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.000119830654138342,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0413170183468041,1
"S36",0.1,50,"ar1","unbalanced","Schott",9.23848004907857e-06,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.431402562954513,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.00120550952018661,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.00827592959171819,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.00112747853212458,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0577885255698023,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0239342083179843,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.000869284214830568,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.438385205372448,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0104581803859974,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0427204552549878,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.052470793200374,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0408639177203005,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.121843955777904,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.250784681523475,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.000489247816500171,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.00973080226790868,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0390900552784008,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0730867299521012,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0591015583483094,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0428120568652731,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.038632833534928,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.000483094994519706,1
"S36",0.1,50,"ar1","unbalanced","Schott",0.0727418033817873,0
"S36",0.1,50,"ar1","unbalanced","Schott",0.0482474957135394,1
